,index,age,gender,education,job,experience,salary,country,race
4778,4778,32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,72000.0,Canada,White
4779,4779,39.0,Female,PhD,Senior Research Scientist,13.0,145000.0,China,White
4780,4780,26.0,Male,High School,Junior Sales Associate,2.0,31000.0,USA,White
4781,4781,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0,UK,Mixed
4782,4782,28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,52000.0,UK,Asian
4783,4783,30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,57000.0,China,Korean
4784,4784,36.0,Male,PhD,Senior Research Scientist,11.0,135000.0,Canada,Black
4785,4785,27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,48000.0,USA,White
4786,4786,34.0,Male,Master's Degree,Senior Data Scientist,9.0,125000.0,Australia,Asian
4787,4787,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,57000.0,China,White
4788,4788,32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,72000.0,China,Korean
4789,4789,39.0,Female,PhD,Senior Research Scientist,13.0,145000.0,China,Chinese
4790,4790,26.0,Male,High School,Junior Sales Associate,2.0,31000.0,Australia,Australian
4791,4791,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0,Canada,White
4792,4792,,Male,Bachelor's Degree,Junior Data Analyst,3.0,52000.0,Australia,Australian
4793,4793,30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,57000.0,UK,Asian
4794,4794,36.0,Male,PhD,Senior Research Scientist,11.0,135000.0,Australia,Australian
4795,4795,27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,48000.0,UK,Asian
4796,4796,,Male,Master's Degree,Senior Data Scientist,9.0,125000.0,UK,Mixed
4797,4797,,Female,Bachelor's Degree,Marketing Coordinator,4.0,57000.0,USA,Asian
4798,4798,32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,72000.0,Australia,White
4799,4799,39.0,Female,PhD,Senior Research Scientist,13.0,145000.0,USA,Asian
4800,4800,26.0,Male,High School,Junior Sales Associate,2.0,31000.0,China,Korean
4801,4801,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0,UK,White
4802,4802,28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,52000.0,China,Korean
4803,4803,30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,57000.0,UK,Asian
4804,4804,36.0,Male,PhD,Senior Research Scientist,11.0,135000.0,UK,White
4805,4805,27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,48000.0,China,White
4806,4806,34.0,Male,Master's Degree,Senior Data Scientist,9.0,125000.0,China,Korean
4807,4807,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,57000.0,USA,Asian
4808,4808,32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,72000.0,China,White
4809,4809,39.0,Female,PhD,Senior Research Scientist,13.0,145000.0,China,Chinese
4810,4810,26.0,Male,High School,Junior Sales Associate,2.0,31000.0,Canada,White
4811,4811,,Female,Master's Degree,Senior Software Engineer,8.0,105000.0,USA,African American
4812,4812,28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,52000.0,Canada,Black
4813,4813,30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,57000.0,UK,Welsh
4814,4814,36.0,Male,PhD,Senior Research Scientist,11.0,135000.0,Canada,Black
4815,4815,27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,48000.0,Australia,Australian
4816,4816,34.0,Male,Master's Degree,Senior Data Scientist,9.0,125000.0,China,Chinese
4817,4817,,Female,Bachelor's Degree,Marketing Coordinator,4.0,57000.0,Canada,Asian
4818,4818,32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,72000.0,China,Korean
4819,4819,39.0,Female,PhD,Senior Research Scientist,13.0,145000.0,China,White
4820,4820,26.0,Male,High School,Junior Sales Associate,2.0,31000.0,USA,Hispanic
4821,4821,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0,USA,White
4822,4822,28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,52000.0,Australia,Asian
4823,4823,30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,57000.0,China,White
4824,4824,36.0,Male,PhD,Senior Research Scientist,11.0,135000.0,UK,Mixed
4825,4825,27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,48000.0,UK,Welsh
4826,4826,34.0,Male,Master's Degree,Senior Data Scientist,9.0,125000.0,USA,White
4827,4827,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,57000.0,USA,White
4828,4828,32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,72000.0,UK,White
4829,4829,39.0,Female,PhD,Senior Research Scientist,13.0,145000.0,UK,Welsh
4830,4830,26.0,Male,High School,Junior Sales Associate,2.0,31000.0,UK,White
4831,4831,,Female,Master's Degree,Senior Software Engineer,8.0,105000.0,USA,Hispanic
4832,4832,28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,52000.0,USA,Hispanic
4833,4833,,Female,Bachelor's Degree,Junior Marketing Manager,4.0,57000.0,Australia,Asian
4834,4834,36.0,Male,PhD,Senior Research Scientist,11.0,135000.0,Australia,Asian
4835,4835,27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,48000.0,UK,White
4836,4836,34.0,Male,Master's Degree,Senior Data Scientist,9.0,125000.0,Canada,Asian
4837,4837,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,57000.0,USA,Hispanic
4838,4838,32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,72000.0,Canada,White
4839,4839,39.0,Female,PhD,Senior Research Scientist,13.0,145000.0,UK,Mixed
4840,4840,26.0,Male,High School,Junior Sales Associate,2.0,31000.0,USA,Asian
4841,4841,,Female,Master's Degree,Senior Software Engineer,8.0,105000.0,Australia,Asian
4842,4842,28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,52000.0,Australia,Asian
4843,4843,,Female,Bachelor's Degree,Junior Marketing Manager,4.0,57000.0,Australia,Australian
4844,4844,36.0,Male,PhD,Senior Research Scientist,11.0,135000.0,China,Korean
4845,4845,27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,48000.0,UK,Asian
4846,4846,34.0,Male,Master's Degree,Senior Data Scientist,9.0,125000.0,China,Chinese
4847,4847,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,57000.0,China,White
4848,4848,32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,72000.0,China,Korean
4849,4849,39.0,Female,PhD,Senior Research Scientist,13.0,145000.0,USA,African American
4850,4850,26.0,Male,High School,Junior Sales Associate,2.0,31000.0,USA,Asian
4851,4851,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0,UK,Welsh
4852,4852,28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,52000.0,Canada,Black
4853,4853,30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,57000.0,China,White
4854,4854,36.0,Male,PhD,Senior Research Scientist,11.0,135000.0,UK,White
4855,4855,27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,48000.0,Canada,Asian
4856,4856,34.0,Male,Master's Degree,Senior Data Scientist,9.0,125000.0,UK,Mixed
4857,4857,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,57000.0,Canada,Black
4858,4858,32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,72000.0,UK,White
4859,4859,39.0,Female,PhD,Senior Research Scientist,13.0,145000.0,UK,Mixed
4860,4860,26.0,Male,High School,Junior Sales Associate,2.0,31000.0,UK,Asian
4861,4861,,Female,Master's Degree,Senior Software Engineer,8.0,105000.0,Australia,White
4862,4862,28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,52000.0,USA,Asian
4863,4863,30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,57000.0,USA,White
4864,4864,36.0,Male,PhD,Senior Research Scientist,11.0,135000.0,UK,Asian
4865,4865,27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,48000.0,USA,White
4866,4866,34.0,Male,Master's Degree,Senior Data Scientist,9.0,125000.0,UK,Asian
4867,4867,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,57000.0,UK,Welsh
4868,4868,,Male,Bachelor's Degree,Junior Marketing Manager,6.0,72000.0,Canada,Asian
4869,4869,39.0,Female,PhD,Senior Research Scientist,13.0,145000.0,Australia,White
4870,4870,26.0,Male,High School,Junior Sales Associate,2.0,31000.0,Australia,Asian
4871,4871,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0,USA,African American
4872,4872,28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,52000.0,USA,White
4873,4873,30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,57000.0,Canada,Asian
4874,4874,,Male,PhD,Senior Research Scientist,11.0,135000.0,China,Chinese
4875,4875,27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,48000.0,UK,Mixed
4876,4876,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,Canada,White
4877,4877,28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,China,Chinese
4878,4878,34.0,Male,PhD,Director of Marketing,12.0,170000.0,UK,Welsh
4879,4879,,Male,Bachelor's Degree,Sales Director,9.0,140000.0,Australia,White
4880,4880,24.0,Female,High School,Sales Associate,1.0,30000.0,Australia,Australian
4881,4881,29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,UK,Asian
4882,4882,27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,China,Chinese
4883,4883,33.0,Male,PhD,Sales Director,10.0,155000.0,USA,Asian
4884,4884,21.0,Female,High School,Junior Sales Representative,0.0,25000.0,China,White
4885,4885,36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,China,Korean
4886,4886,25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,USA,African American
4887,4887,30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,Australia,Australian
4888,4888,,Female,PhD,Director of Marketing,6.0,105000.0,UK,Mixed
4889,4889,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,Australia,Asian
4890,4890,28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,USA,White
4891,4891,34.0,Male,PhD,Director of Marketing,12.0,170000.0,China,Chinese
4892,4892,31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,USA,White
4893,4893,24.0,Female,High School,Sales Associate,1.0,30000.0,UK,Welsh
4894,4894,29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,Australia,Australian
4895,4895,27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,Australia,Asian
4896,4896,33.0,Male,PhD,Sales Director,10.0,155000.0,USA,Asian
4897,4897,21.0,Female,High School,Junior Sales Representative,0.0,25000.0,USA,Asian
4898,4898,36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,Canada,White
4899,4899,25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,USA,Hispanic
4900,4900,30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,Canada,White
4901,4901,28.0,Female,PhD,Director of Marketing,6.0,105000.0,Canada,Black
4902,4902,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,Canada,Black
4903,4903,28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,UK,Welsh
4904,4904,34.0,Male,PhD,Director of Marketing,12.0,170000.0,Canada,Asian
4905,4905,31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,USA,White
4906,4906,24.0,Female,High School,Sales Associate,1.0,30000.0,Canada,White
4907,4907,29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,China,Chinese
4908,4908,27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,Canada,Black
4909,4909,33.0,Male,PhD,Sales Director,10.0,155000.0,Canada,Black
4910,4910,21.0,Female,High School,Junior Sales Representative,0.0,25000.0,China,White
4911,4911,36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,Australia,White
4912,4912,25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,Canada,Black
4913,4913,30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,China,Korean
4914,4914,28.0,Female,PhD,Director of Marketing,6.0,105000.0,Australia,White
4915,4915,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,Canada,Black
4916,4916,28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,USA,Hispanic
4917,4917,34.0,Male,PhD,Director of Marketing,12.0,170000.0,Australia,Australian
4918,4918,31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,China,Korean
4919,4919,24.0,Female,High School,Sales Associate,1.0,30000.0,Canada,Black
4920,4920,,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,USA,White
4921,4921,27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,UK,White
4922,4922,33.0,Male,PhD,Sales Director,10.0,155000.0,USA,White
4923,4923,21.0,Female,High School,Junior Sales Representative,0.0,25000.0,USA,African American
4924,4924,36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,China,Chinese
4925,4925,25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,UK,Welsh
4926,4926,30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,Canada,Black
4927,4927,28.0,Female,PhD,Director of Marketing,6.0,105000.0,Canada,Asian
4928,4928,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,China,Chinese
4929,4929,28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,Canada,Black
4930,4930,34.0,Male,PhD,Director of Marketing,12.0,170000.0,UK,Welsh
4931,4931,31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,USA,African American
4932,4932,24.0,Female,High School,Sales Associate,1.0,30000.0,UK,Asian
4933,4933,29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,Australia,Asian
4934,4934,27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,China,White
4935,4935,33.0,Male,PhD,Sales Director,10.0,155000.0,China,Korean
4936,4936,21.0,Female,High School,Junior Sales Representative,0.0,25000.0,USA,White
4937,4937,36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,Canada,White
4938,4938,25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,Canada,White
4939,4939,,Male,Master's Degree,Financial Manager,7.0,120000.0,Australia,White
4940,4940,28.0,Female,PhD,Director of Marketing,6.0,105000.0,Australia,Australian
4941,4941,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,China,Korean
4942,4942,28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,UK,Welsh
4943,4943,34.0,Male,PhD,Director of Marketing,12.0,170000.0,Australia,Australian
4944,4944,31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,China,White
4945,4945,24.0,Female,High School,Sales Associate,1.0,30000.0,Canada,Asian
4946,4946,,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,UK,Welsh
4947,4947,27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,Australia,White
4948,4948,33.0,Male,PhD,Sales Director,10.0,155000.0,USA,Asian
4949,4949,21.0,Female,High School,Junior Sales Representative,0.0,25000.0,China,Chinese
4950,4950,36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,Australia,Asian
4951,4951,25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,UK,Asian
4952,4952,30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,Canada,Black
4953,4953,28.0,Female,PhD,Director of Marketing,6.0,105000.0,UK,White
4954,4954,,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,USA,White
4955,4955,28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,UK,Asian
4956,4956,,Male,PhD,Director of Marketing,12.0,170000.0,China,Korean
4957,4957,31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,USA,White
4958,4958,24.0,Female,High School,Sales Associate,1.0,30000.0,Canada,Asian
4959,4959,,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,UK,Mixed
4960,4960,27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,USA,White
4961,4961,33.0,Male,PhD,Sales Director,10.0,155000.0,USA,Asian
4962,4962,21.0,Female,High School,Junior Sales Representative,0.0,25000.0,Australia,White
4963,4963,36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,UK,Mixed
4964,4964,25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,UK,White
4965,4965,30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,USA,African American
4966,4966,28.0,Female,PhD,Director of Marketing,6.0,105000.0,UK,Mixed
4967,4967,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,UK,White
4968,4968,28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,UK,Mixed
4969,4969,34.0,Male,PhD,Director of Marketing,12.0,170000.0,UK,Asian
4970,4970,31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,China,Korean
4971,4971,24.0,Female,High School,Sales Associate,1.0,30000.0,USA,White
4972,4972,29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,China,Korean
4973,4973,27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,Australia,Australian
4974,4974,33.0,Male,PhD,Sales Director,10.0,155000.0,Canada,Black
4975,4975,21.0,Female,High School,Junior Sales Representative,0.0,25000.0,Canada,Black
4976,4976,36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,Canada,Black
4977,4977,25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,China,Korean
4978,4978,30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,China,Chinese
4979,4979,,Female,PhD,Director of Marketing,6.0,105000.0,USA,White
4980,4980,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,China,White
4981,4981,28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,USA,White
4982,4982,34.0,Male,PhD,Director of Marketing,12.0,170000.0,China,White
4983,4983,31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,USA,Asian
4984,4984,24.0,Female,High School,Sales Associate,1.0,30000.0,UK,Asian
4985,4985,29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,UK,Asian
4986,4986,27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,UK,Asian
4987,4987,33.0,Male,PhD,Sales Director,10.0,155000.0,USA,White
4988,4988,21.0,Female,High School,Junior Sales Representative,0.0,25000.0,China,Korean
4989,4989,36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,Canada,White
4990,4990,25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,Australia,Asian
4991,4991,30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,Australia,Asian
4992,4992,28.0,Female,PhD,Director of Marketing,6.0,105000.0,China,Chinese
4993,4993,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,UK,White
4994,4994,28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,UK,White
4995,4995,34.0,Male,PhD,Director of Marketing,12.0,170000.0,USA,White
4996,4996,,Male,Bachelor's Degree,Sales Director,9.0,140000.0,UK,Asian
4997,4997,24.0,Female,High School,Sales Associate,1.0,30000.0,China,Korean
4998,4998,29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,China,White
4999,4999,27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,UK,Asian
5000,5000,22.0,Female,High School,Sales Associate,0.0,25000.0,USA,Asian
5001,5001,,Male,Bachelor's Degree,Financial Manager,21.0,250000.0,Canada,Black
5002,5002,31.0,Female,Master's Degree,Content Marketing Manager,8.0,120000.0,Canada,Asian
5003,5003,28.0,Male,Bachelor's Degree,Digital Marketing Manager,4.0,80000.0,Australia,Asian
5004,5004,29.0,Male,Bachelor's Degree,Senior Product Marketing Manager,6.0,100000.0,Canada,Black
5005,5005,35.0,Female,PhD,Director of Marketing,12.0,170000.0,Canada,Asian
5006,5006,27.0,Male,High School,Sales Representative,3.0,50000.0,UK,Mixed
5007,5007,33.0,Female,Bachelor's Degree,Marketing Manager,9.0,140000.0,USA,Asian
5008,5008,30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,Australia,Australian
5009,5009,25.0,Female,Bachelor's Degree,Marketing Manager,2.0,55000.0,Canada,Asian
5010,5010,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,China,Korean
5011,5011,29.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,UK,Welsh
5012,5012,34.0,Male,PhD,Director of Marketing,12.0,170000.0,USA,Hispanic
5013,5013,31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,USA,African American
5014,5014,24.0,Female,High School,Sales Associate,1.0,30000.0,USA,White
5015,5015,29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,USA,African American
5016,5016,27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,UK,White
5017,5017,,Male,PhD,Sales Director,10.0,155000.0,UK,Mixed
5018,5018,21.0,Female,High School,Junior Sales Representative,0.0,25000.0,Australia,White
5019,5019,36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,Australia,Asian
5020,5020,25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,UK,Asian
5021,5021,30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,Canada,Asian
5022,5022,28.0,Female,PhD,Director of Marketing,6.0,105000.0,China,White
5023,5023,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,China,White
5024,5024,28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,UK,White
5025,5025,34.0,Male,PhD,Director of Marketing,12.0,170000.0,Canada,Asian
5026,5026,31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,USA,African American
5027,5027,24.0,Female,High School,Sales Associate,1.0,30000.0,USA,African American
5028,5028,29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,USA,Hispanic
5029,5029,27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,Canada,Asian
5030,5030,33.0,Male,PhD,Sales Director,10.0,155000.0,Canada,White
5031,5031,21.0,Female,High School,Junior Sales Representative,0.0,25000.0,UK,White
5032,5032,,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,UK,Asian
5033,5033,25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,China,Korean
5034,5034,30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,Australia,Asian
5035,5035,28.0,Female,PhD,Director of Marketing,6.0,105000.0,Australia,Australian
5036,5036,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,USA,African American
5037,5037,28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,Australia,Australian
5038,5038,34.0,Male,PhD,Director of Marketing,12.0,170000.0,China,Chinese
5039,5039,31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,USA,Asian
5040,5040,24.0,Female,High School,Sales Associate,1.0,30000.0,Canada,Black
5041,5041,29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,Australia,Asian
5042,5042,27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,USA,White
5043,5043,33.0,Male,PhD,Sales Director,10.0,155000.0,Canada,White
5044,5044,21.0,Female,High School,Junior Sales Representative,0.0,25000.0,Australia,White
5045,5045,36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,Canada,Black
5046,5046,,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,USA,Asian
5047,5047,30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,China,White
5048,5048,28.0,Female,PhD,Director of Marketing,6.0,105000.0,China,Korean
5049,5049,,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,Canada,White
5050,5050,,Female,Master's Degree,Marketing Manager,7.0,110000.0,USA,Asian
5051,5051,34.0,Male,PhD,Director of Marketing,12.0,170000.0,UK,Mixed
5052,5052,31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,Australia,White
5053,5053,24.0,Female,High School,Sales Associate,1.0,30000.0,China,Korean
5054,5054,29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,USA,Hispanic
5055,5055,27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,Canada,Asian
5056,5056,33.0,Male,PhD,Sales Director,10.0,155000.0,USA,African American
5057,5057,21.0,Female,High School,Junior Sales Representative,0.0,25000.0,Australia,Australian
5058,5058,36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,Canada,White
5059,5059,25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,USA,White
5060,5060,30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,UK,Mixed
5061,5061,28.0,Female,PhD,Director of Marketing,6.0,105000.0,USA,Asian
5062,5062,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,Australia,White
5063,5063,28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,Canada,Asian
5064,5064,34.0,Male,PhD,Director of Marketing,12.0,170000.0,China,Korean
5065,5065,31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,Australia,White
5066,5066,24.0,Female,High School,Sales Associate,1.0,30000.0,China,Korean
5067,5067,29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,China,White
5068,5068,27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,UK,Mixed
5069,5069,33.0,Male,PhD,Sales Director,10.0,155000.0,Canada,White
5070,5070,,Female,High School,Junior Sales Representative,0.0,25000.0,China,Korean
5071,5071,36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,USA,African American
5072,5072,25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,China,White
5073,5073,30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,China,White
5074,5074,28.0,Female,PhD,Director of Marketing,6.0,105000.0,Australia,Asian
5075,5075,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,USA,Hispanic
5076,5076,28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,USA,White
5077,5077,34.0,Male,PhD,Director of Marketing,12.0,170000.0,Canada,Asian
5078,5078,31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,UK,Asian
5079,5079,24.0,Female,High School,Sales Associate,1.0,30000.0,China,Chinese
5080,5080,29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,USA,African American
5081,5081,27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,USA,Asian
5082,5082,33.0,Male,PhD,Sales Director,10.0,155000.0,China,White
5083,5083,21.0,Female,High School,Junior Sales Representative,0.0,25000.0,USA,African American
5084,5084,36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,USA,Asian
5085,5085,,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,Canada,Black
5086,5086,30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,USA,White
5087,5087,28.0,Female,PhD,Director of Marketing,6.0,105000.0,Canada,Asian
5088,5088,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,UK,Welsh
5089,5089,28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,China,Chinese
5090,5090,34.0,Male,PhD,Director of Marketing,12.0,170000.0,USA,Asian
5091,5091,31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,China,Chinese
